??Title	Description	Creator	Subject	Date	Coverage - Geographic	Extent	Genre	Type of Material	Language	Note	Identifier	Provenance	Use Rights	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
"House for C. Frank Hawkins, Esqre., Fowl [sic] Bay Road, Victoria, B.C."	"Item is an architectural drawing by Samuel Maclure prepared for C. Frank Hawkins of Victoria, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	3/22/1905	"Ellora, 550 Foul Bay Road, Victoria, B.C."	"1 of 4 drawings: 1 ink on linen, 2 blueprints, 1 photostat; 47 x 75 cm or smaller"	architectural drawings AAT		eng	"Plans, elevations, sections and detail. Two-storey house with part basement built in 1909 for Guy Mortimer Audain. A servant's room is framed in the basement. The ground floor comprises a vestibule, hall, drawing room, sitting room, office, dining room, kitchen, pantry and two balconies. The second floor consists of the upper part of the hall, three bedrooms, two dressing rooms and a bathroom. On the first floor, the wood frame construction is covered with shingles. Two large stone-built piers bracket the front of the house and the balconies or porches are built of or supported by stone. Half timbering finishes the second floor. Pencil annotation on AP824: ""Cost $7760""."	"SC075, Acc. 1980-067, AP826"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/2657	2657	2658.jp2	/collection35/image/2658.jp2
"Bungalow for Capt. J.E. Radcliffe, Sooke, B.C."	"Item is an architectural drawing by Samuel Maclure prepared for Capt. John E.B. Radcliffe of Sooke, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	1927-1928	"Mobille, Sooke, B.C."	"1 of 5 drawings: 2 pencil on paper, 1 ink on paper, 2 blueprints; 57 x 77 cm or smaller"	architectural drawings AAT	Still Image	eng	"This file contains a plan and elevation dated 1927 for a new dormer in the attic to add a bedroom. The other plans, dated 1928, for a ""bungalow"" appear to prescribe major alterations to an existing structure. These latter drawings show plans, elevations, sections and details. A blueprint has hand-drawn additions to indicate wiring and heating. A drawing for the entrance gates is also included. One-storey house with part basement and attic. The basement includes a furnace room and laundry room. The ground floor comprises a hall, living room, library, combination cloak room and lavatory, dining room, kitchen, pantry, bedroom, dressing room and bathroom. A porte cochere and porch join the house on this level at the front door, and a veranda projects from the living room at the back. The attic consists of two bedrooms, a linen closet, bathroom and a deck over the porte cochere. Drawing AP1475 is signed: ""John E.B. Radcliffe, 9/5/28 [and] W G Leith""."	"SC075, Acc. 1980-067, AP1475"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/3327	3327	3328.jp2	/collection35/image/3328.jp2
"House for A. Denison, Esq., Beach Drive, Oak Bay, Victoria, B.C."	"Item is an architectural drawing by Samuel Maclure prepared for A. Denison of Oak Bay, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	4/2/1905	"Beach Drive, Oak Bay, B.C."	1 of 16 drawings: ink on paper; 50 x 71 cm or smaller	architectural drawings AAT	Still Image	eng	"Preliminary and working drawings. The former set is marked ""cancelled"". The latter contain plans, elevations, section and details. Two-storey house with basement. A servant's room is in the basement. The first floor consists of a terrace, hall, drawing room, dining room, conservatory, smoking room, kitchen, pantry and washroom. The second floor comprises five bedrooms, two bathrooms and a balcony. The wood frame construction is covered with shingles on the first floor and half timbering on the second. Leaded glass is specified for most windows."	"SC075, Acc. 1980-067, AP412"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/2245	2245	2246.jp2	/collection35/image/2246.jp2
																				
Proposed altar to the memory of Mary Jane Schetky	Item is an architectural drawing by Maclure & Fox.	Maclure & Fox (Firm)	Architecture	1912-1914	"Church of Our Lord, 626 Blanshard Street, Victoria, B.C."	"1 of 7 drawings: 5 pencil on paper, 2 blueprints; 152 x 74 cm or smaller"	architectural drawings AAT	Still Image	eng	Elevations and full-size details.	"SC075, Acc. 1980-067, AP1572"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/3421	3421	3422.jp2	/collection35/image/3422.jp2
Plan of house at Keating for Alexr. Taylor Esq.	"Item is an architectural drawing by Samuel Maclure prepared for Alexander Taylor of Central Saanich, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	[1925]	"Keating area, Central Saanich, B.C."	"1 of 4 drawings: 2 pencil on paper, 2 ink on paper; 37 x 59 cm or smaller"	architectural drawings AAT	Still Image	eng	"Plans, elevations, section and details. One-storey house with basement. The basement includes a laundry room, water closet and dairy or milk room. The ground floor consists of a living room, sun room, kitchen, three bedrooms and bathroom. A terrace extends across the front of the house."	"SC075, Acc. 1980-067, AP1654"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/3481	3481	3482.jp2	/collection35/image/3482.jp2
																				
"Alterations and additions to house at Tod Inlet for R.P. Butchart, Esq."	"Item is an architectural drawing by Samuel Maclure prepared for R.P. Butchart of Central Saanich, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	1911-1925	"Benvenuto, Butchart Gardens, 800 Benvenuto Avenue, Central Saanich, B.C."	"1 of 74 drawings: 43 pencil on paper, 7 ink on paper, 24 ink on linen; 184 x 162 cm or smaller"	architectural drawing AAT	Still Image	eng	"Plans, elevations and details. A detailed item list is available. Several additions, detached structures and alterations to a country house. Additions to the existing house include an indoor swimming pool, sun room and garage. Among the separate structures are an aviary, servant's house, seed house, duck house, boat house, tea house, garden house and trellises."	"SC075, Acc. 1980-067, AP323"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/2162	2162	2163.jp2	/collection35/image/2163.jp2
																				
"House additions and alterations and outbuildings at 1630 York Place, Oak Bay, B.C., for Mrs. C.F. Armstrong"	"Item is an architectural drawing by Samuel Maclure prepared for Mrs. C.F. Armstrong of Oak Bay, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	1923-1928	"1630 York Place, Oak Bay, B.C."	"1 of 34 drawings: 17 pencil on paper, 1 pencil & ink on paper, 11 ink on paper, 4 ink on linen, 1 blueprint; 55 x 84 cm or smaller "	architectural drawings AAT		english	"Drawings for different projects ranging from proposal sketches to working drawings and a consultant's plan. Plans, elevations and details are represented in most projects. Additions to a two-storey house with basement and various new outbuildings on the grounds. A wing adds a trunk room in the basement, and a laundry on the ground floor. The roof of the latter forms a balcony off the boys' sleeping room on the second floor. Plans specify a rubble stone basement wall and wood-frame walls finished with roughcast. Another addition extends the maid's bedroom and adds a bathroom and closet over the porte cochere. Another bathroom is later added above this extension connecting with the boys' room. Two further second-floor bedrooms are added next to the boys' room (possibly above the first addition described above). A large terrace with rubble stone walls is added across the breadth of the east side of the house, and quarter-turn stairs descend from it. The terrace turns the northeast corner of the house and is surrounded by a two-storey structure next to the laundry addition. A new second-floor bedroom with lavatory and closet is built above a loggia on the ground floor or terrace level. Two sketch plans show wall, window and fireplace treatment of a living room extension. Outbuildings include five different proposals for a garden tea house, two designs for a change house, two proposals for garage additions and a large cruciform greenhouse with attached aviary. This house was originally designed for Judge Peter Secord Lampman in 1905 by F.M. Rattenbury and built in 1907-08. P.L. James and Hubert Savage designed further additions in 1930. Includes four sets of specifications (AP119-AP122). Contractors' signatures on various plans include Leggett & Girardeau (per. H. Leggett) and Hunter & Halket (per E.J. Hunter)."	"SC075, Acc. 1980-067, AP137"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/1963	1963	1964.jp2	/collection35/image/1964.jp2
"Alterations to house in Foul Bay Road, Victoria, B.C., for G.E. Merrill, Esq."	"Item is an architectural drawing by Samuel Maclure prepared for G.E. Merrill of Oak Bay, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	1907-1927	"Tor Lodge, 935 Foul Bay Road, Oak Bay, B.C."	"1 of 38 drawings: 29 pencil on paper, 2 pencil & ink on paper, 3 ink on paper, 4 blueprints; 40 x 56 cm or smaller"	architectural drawings AAT		eng	"Preliminary sketches, proposals, working drawings, plumbing and heating diagrams. It is not clear whether these drawings show more than one alteration project, nor can the sequence of the drawings within a project be easily determined. A detailed item list is available. Additions and alterations to two-storey house with basement originally designed by Maclure in 1907 for J.J. Shallcross (see file 169)."	"SC075, Acc. 1980-067, AP1191"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/3023	3023	3024.jp2	/collection35/image/3024.jp2
"Plan of house on Work Street, Victoria, B.C., for William Peden, Esq."	"Item is an architectural drawing by Samuel Maclure prepared for William Peden of Victoria, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	4/1/1911	"Wark Street, Victoria, B.C."	1 of 2 drawings: ink on linen; 48 x 51 cm	architectural drawings AAT		eng	"Plans, elevations, section and detail. Two-storey house with basement. The ground floor consists of a vestibule, hall, drawing room, dining room, kitchen, pantry, bedroom and water closet. The second floor contains four bedrooms and a bathroom. The wood-frame construction of the first floor is finished in either clapboard or shingles and the second floor in half timbering."	"SC075, Acc. 1980-067, AP1414"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/3252	3252	3253.jp2	/collection35/image/3253.jp2
"House for Gerald Willoughby, Esq, Pemberton Road, Victoria, B.C."	"Item is an architectural drawing by Samuel Maclure prepared for Gerald Willoughby of Victoria, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	8/1/1912	"934 Pemberton Road, Victoria, B.C."	1 of 4 drawings: ink on linen; 38 x 58 cm or smaller	architectural drawings AAT	Still Image	eng	"Plans, elevations and sections. Two-storey house with basement. The ground floor consists of a vestibule, hall, drawing room, den, dining room, kitchen, pantry and lavatory. A porte cochère and porch join the vestibule on this level. A hall, four bedrooms, office, bathroom and balcony comprise the second floor."	"SC075, Acc. 1980-067, AP1848"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/3645	3645	3646.jp2	/collection35/image/3646.jp2
"Plan of house at Rosebank for the Rosebank Lime Co., Esquimalt, B.C."	"Item is an architectural drawing by Samuel Maclure prepared for Rosebank Lime Company of Esquimalt, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	1924-1925	"Rosebank area, Colwood, B.C."	"1 of 5 drawings: 2 pencil on paper, 3 ink on paper; 38 x 73 cm or smaller"	architectural drawings AAT	Still Image	eng	"Plans, elevations and section. One-storey house with basement. The ground floor consists of a vestibule, living room, kitchen, breakfast nook, two bedrooms and a bathroom. The wood-frame construction is finished in roughcast."	"SC075, Acc. 1980-067, AP1510"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/3362	3362	3363.jp2	/collection35/image/3363.jp2
																				
Unidentified two-storey house with semi-detached garage.	Item is an architectural drawing by Samuel Maclure.	"Maclure, Samuel, 1860-1929"	Architecture		Unknown	"1 of 45 unidentified drawings: 37 pencil on paper, 2 pencil & ink on paper, 3 ink on paper, 3 ink on linen; 68 x 93 cm or smaller"	architectural drawings AAT	Still Image	eng	Plans.	"SC075, Acc. 1980-067, AP2000"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/3790	3790	3791.jp2	/collection35/image/3791.jp2
																				
"Additions and alterations to ""Clovelly"", Victoria West, B.C."	"Item is an architectural drawing by Samuel Maclure prepared for Sir Frank Barnard of Victoria West, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	1912-1928	"British Columbia--Clovelly, 730 Sea Terrace, Victoria, B.C."	"1 of 15 drawings: 12 pencil on paper, 3 ink on paper; 71 x 87 cm or smaller"	architectural drawing AAT		eng	"This file includes sketches, presentation drawings, working drawings and a property plan. Drawings show plans, elevations and detail. Additions and alterations to house (at least two floors) and plans for a garden house. On the ground floor a sun room, terrace, vestibule, porch and porte cochere are added. The drawing room is extended by removing the wall separating it from the conservatory. The ceiling of the conservatory is given the same plaster cornice and rib treatment as the drawing room. Plans specify flagstone paving on the terrace and tile paving on the porch and vestibule. Two proposals for a garden house or pavilion are present, and the evidently successful version is for a rustic one-storey structure of wood-frame construction covered with vertical unbarked fir slabs. Includes ""Agreement and general conditions of contract."" (13 p.) signed by Ed Williams for Williams, Trerise & Williams, contractors, and F.S. Barnard (AP208)."	"SC075, Acc. 1980-067, AP202"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/2026	2026	2027.jp2	/collection35/image/2027.jp2
"Residence of A.W. Vowell, Esq."	Item is an architectural drawing by Samuel Maclure prepared for A.W. Vowell.	"Maclure, Samuel, 1860-1929"	Architecture	1911-1913	Unknown	"1 of 11 drawings: 8 ink on linen, 3 blueprints; 36 x 54 cm or smaller"	architectural drawings AAT	Still Image	eng	"This file contains drawings for three different houses. William Ridgway Wilson prepared plans and an elevation for alterations to a house (AP1796-AP1797, dated June 6, 1911). Maclure drew plans for basement alterations of what appears to be a different house in Nov. 1912 (AP1798 AP1799) and in Oct. 1913 prepared an as-found drawing of the ground floor of this second house (AP1800). He also prepared a set showing a plan, elevations and details for a third house (AP1801-AP1806). The house altered by Ridgway Wilson consists of a basement, ground floor and attic. The ground floor comprises a hall, drawing room, dining room, kitchen, servery, larder (called a pantry on the plan) two bedrooms, morning room, bathroom and water closet. The attic contains three bedrooms. The as-found drawing shows the ground floor containing a hall, living room, conservatory, library, dining room, kitchen, pantry, woodshed and man's room. The third house had two storeys and a basement. The basement and ground floor plans are missing, but the second floor consisted of a landing, three bedrooms, box room, sleeping balcony and bathroom. The exterior was finished in roughcast, except for the basement and porches, which were faced with stone."	"SC075, Acc. 1980-067, AP1806"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/3617	3617	3618.jp2	/collection35/image/3618.jp2
"Alterations and additions to house in Saanich, B.C., for the Hon. W.C. Nichol"	"Item is an architectural drawing by Samuel Maclure prepared for Hon. Walter C. Nichol of Sidney, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	1924-1926	"Miraloma (now ""The Latch""), 2328 Harbour Road, Sidney, B.C."	"1 of 35 drawings: 28 pencil on paper, 5 ink on paper, 2 blueprints; 69 x 92 cm or smaller"	architectural drawings AAT		eng	"This file contains proposals, contract drawings and extensive detail drawings. The proposal and contract drawings show plans and elevations. A detailed item list is available. The proposal dated Dec. 1924 (AP1290-AP1291) shows a two-storey house. The ground floor comprises a porch, vestibule and adjoining cloak room and lavatory, hall, drawing room, smoking room, lavatory, dining room, kitchen, pantry, bedroom and bathroom. A terrace extends two-thirds of the way across the back of the house. The second floor consists of the upper hall, eight bedrooms, four bathrooms and a linen room. The alterations and additions to the Copeland farm house produce a two-storey house with basement. The lower floor consists of a smoking room or library, dining room, kitchen, pantry, storeroom, two porches off the kitchen, cook's room, three bedrooms, two bathrooms and two verandas. The upper floor comprises a hall, drawing room, four bedrooms, two bathrooms, three balconies and a veranda. A porch adjoins the hall and veranda and is connected to the porte cochere. The wooden framing is covered with unbarked wood slabs. The file also contains sketches or drawings for a summer house, gardner's cottage, dance pavilion, garages, garden paths and a terrace. The contract drawings (AP1294, AP1296-AP1298, AP1305, AP1315 and AP1318) refer to contracts dated May 1, May 8 and Oct. 29, 1925. All are signed: ""Hunter & Halket, per E.J. Hunter [and] W.C. Nichol""."	"SC075, Acc. 1980-067, AP1312"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/3147	3147	3148.jp2	/collection35/image/3148.jp2
																				
"Alterations and additions to house in Rockland Avenue for D.J. Angus, Esq."	"Item is an architectural drawing by Samuel Maclure prepared for D. James Angus, Esq. of Victoria, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	1917-1919	"Patley, 1617 Rockland Avenue, Victoria, B.C."	"1 of 56 drawings: 33 pencil on paper, 21 ink on paper, 2 diazo; 63 x 93 cm or smaller"	architectural drawings AAT	Still Image	eng	"Plans (including original house), elevations and details. Addition and alterations to a two-storey house with basement and attic which was originally built in 1905 for James A. Mitchell. A two-storey wing and a terrace are added to the house. On the ground floor the wing contains a new servant's room, larders, kitchen, pantry and children's dining room. A new porch and vestibule off the entrance hall are added, as well as a cloak room and lavatory off the vestibule. Four bedrooms, a bathroom and a balcony occupy the second floor of the addition. The attic of the new wing contains a bedroom and bathroom. Two bedrooms, a bathroom, storeroom and coal storage area are developed in the existing basement. On the ground floor the dining room is extended into the new wing, and a new wall separates the library from the drawing room. A nursery, bedroom and bathroom are added or modified on the second floor of the original house. New closets are added off the halls connecting the attic portions of the new wing and original house."	"SC075, Acc. 1980-067, AP75"		"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/1895	1895	1896.jp2	/collection35/image/1896.jp2
"House for G.W. Mitchell, Runnymede Ave., Victoria, B.C."	"Item is an architectural drawing by Samuel Maclure prepared for George W. Mitchell of Oak Bay, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	3/26/1905	"2027 Runnymede Avenue, Oak Bay, B.C."	"1 of 13 drawings: 3 pencil on paper, 10 ink on linen; 52 x 66 cm or smaller"	architectural drawings AAT	Still Image	eng	"Plans, elevations, sections and details. Two-storey house with part basement and attic. The basement contains a laundry room and water closet. The ground floor consists of a vestibule, hall, lavatory, living room, dining room, kitchen, pantry, veranda and conservatory. The second floor includes three bedrooms, a child's room and two bathrooms. The attic comprises a storeroom and sewing room. The wood-frame construction is finished in roughcast, and leaded glass windows are specified throughout. The contract drawings (AP1234-AP1239) are signed: ""Rod. McLennan [and] George W. Mitchell""."	"SC075, Acc. 1980-067, AP1991"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/3781	3781	3782.jp2	/collection35/image/3782.jp2
"Residence for H.E. Beasley Esq., St. Charles St., Victoria, B.C."	"Item is an architectural drawing by Samuel Maclure prepared for H.E. Beasley, Esq. of Victoria, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	3/26/1905	"943 St. Charles Street, Victoria, B.C."	1 of 16 drawings: ink on linen; 39 x 48 cm or smaller	architectural drawings AAT	Still Image	eng	"Plans, elevations and details. Two-storey house with attic and basement. The basement contains a servant's room, laundry room and a space reserved for a future billiard room. The ground floor comprises a veranda, vestibule, hall, living room, drawing room, dining room, kitchen, pantry, larder and side-door vestibule with adjoining lavatory (wash basin only). On the second floor are planned a hall, five bedrooms and bathroom. A preliminary drawing set shows an attic containing two bedrooms and a storeroom, but a comparable drawing is not part of the working set. The basement walls appear to be of concrete below ground and wood framing above, but some elevations seem to specify a stone basement. The wood-frame construction of the rest of the structure is finished with roughcast on the first floor and half timbering on the second. Working drawings are signed by John Hepburn and H.E. Beasley."	"SC075, Acc. 1980-067, AP223"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/2054	2054	2055.jp2	/collection35/image/2055.jp2
																				
"Alterations and additions to ""Castlewood"" for Stephen Jones, Esq."	"Item is an architectural drawing by Samuel Maclure prepared for Stephen Jones of Victoria, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	1910-1926	"Castlewood, 248 Douglas Street, Victoria, B.C."	"1 of 16 drawings: 10 pencil on paper, 4 ink on linen, 2 blueprints; 69 x 76 cm or smaller"	architectural drawings AAT		eng	"Proposal, working and contract drawings showing plans, elevations and details. A detailed item list is available. Drawings of two separate addition and alteration projects and of a stone and wrought iron wall. The elevations of an addition in 1910 do not make the nature of the changes clear. The plans of a two-storey addition drawn in 1925, however, show a new laundry room, two bedrooms and water closet on the ground floor and three bedrooms and a bathroom on the second. On the upper floor of the adjacent part of the existing house a partition between two rooms is removed to form a sitting room. The contract drawings for this latter addition are inscribed: ""This is one of the plans referred to in our agreement dated 6th Feb. 1926. [Signed] Hunter & Halket per E J Hunter [and] Stephen Jones""."	"SC075, Acc. 1980-067, AP998"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/2830	2830	2831.jp2	/collection35/image/2831.jp2
"House for Mrs. Lefevre at Point Grey, Vancouver, B.C."	"Item is an architectural drawing by Samuel Maclure prepared for Lily Alice Lefevre of Vancouver, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	3/29/1905	"Langaravine, 6101 N.W. Marine Drive, Vancouver, B.C."	"1 of 27 drawings: 2 pencil on paper, 1 ink on paper, 14 ink on linen, 10 blueprints; 102 x 95 cm or smaller"	architectural drawings AAT		eng	"Plans, elevations and details of the house and garage. Some blueprints have pencil additions. A plan of the garden by T.H. Mawson and Sons is also present. A detailed item list is available. Two-storey house with part basement and attic. The basement includes a servant's room, bathroom, laundry room, storeroom and a room for the kitchen fuel. The ground floor comprises a vestibule with adjoining coat room and watercloset, hall, living room, dining room, kitchen, pantry, larder, servant's room and two verandas. A porte cochere and a porch are connected to the building on this level just outside the vestibule. The second floor consists of the upper hall and rear hall, five bedrooms, boudoir, sewing room, two bathrooms and a balcony. Two bedrooms and a bathroom make up the attic. The basement wall above ground is faced with brick as is part of the first-floor exterior walls. The rest of the first-floor and all of the second-floor walls are finished in roughcast. Leaded glass windows are specified throughout. Drawings AP1046-AP1054, AP1056-AP1059 stamped and inscribed: ""This is one of the drawings referred to in our contract dated April 26th 1915. [Signed] Thos. L. Gray [and] L.A. Lefevre."" See AP395 for a map of Mrs. Lefevre's property and the adjoining property of E.P. Davis."	"SC075, Acc. 1980-067, AP1049"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/2882	2882	2883.jp2	/collection35/image/2883.jp2
																				
																				
